epoch,accuracy,f1_m,loss,precision_m,recall_m
8,0.9919999837875366,0.9920556545257568,0.02334834821522236,0.9924089312553406,0.991713285446167
9,0.9937999844551086,0.9937037229537964,0.01828562468290329,0.9940063953399658,0.9934105277061462
0,0.8776000142097473,0.8576750755310059,0.4103194773197174,0.8960508704185486,0.8341653347015381
1,0.9577999711036682,0.9581087231636047,0.1395416557788849,0.9643055200576782,0.9521765112876892
2,0.9724000096321106,0.9722866415977478,0.08943943679332733,0.9760663509368896,0.9686501622200012
3,0.977400004863739,0.9777035713195801,0.06913873553276062,0.9809844493865967,0.9745407104492188
4,0.9848999977111816,0.9851301312446594,0.047746699303388596,0.9868919849395752,0.9834265112876892
5,0.9876000285148621,0.9871301651000977,0.04134778678417206,0.9883798956871033,0.9859225153923035
6,0.9878000020980835,0.9879003167152405,0.036835432052612305,0.9887051582336426,0.9871206283569336
7,0.9907000064849854,0.9906007051467896,0.028281280770897865,0.9913074374198914,0.9899161458015442
8,0.9922000169754028,0.9921586513519287,0.025214428082108498,0.9924121499061584,0.9919129610061646
9,0.9901000261306763,0.9904977083206177,0.028353406116366386,0.9912043809890747,0.9898163080215454
0,0.8733999729156494,0.8570553660392761,0.41478779911994934,0.8974399566650391,0.8311701416969299
1,0.9578999876976013,0.9586305618286133,0.13771289587020874,0.9655730724334717,0.9519768357276917
2,0.9707000255584717,0.9709538817405701,0.09396156668663025,0.9741758108139038,0.967851459980011
3,0.9789000153541565,0.9791967868804932,0.06536523997783661,0.9819478392601013,0.9765375256538391
4,0.983299970626831,0.9830650687217712,0.05223677307367325,0.9849626421928406,0.9812300205230713
5,0.9864000082015991,0.9860841631889343,0.043470222502946854,0.9874910116195679,0.9847244620323181
6,0.9882000088691711,0.9880856871604919,0.03466156870126724,0.9893944263458252,0.9868211150169373
7,0.9889000058174133,0.9890097975730896,0.032111648470163345,0.9895167946815491,0.9885183572769165
8,0.9912999868392944,0.9909447431564331,0.025059010833501816,0.9918034672737122,0.9901158213615417
9,0.9911999702453613,0.9910539388656616,0.025548508390784264,0.9915071725845337,0.9906150102615356
0,0.8769000172615051,0.8566823601722717,0.4089412987232208,0.8928217887878418,0.8325678706169128
1,0.9578999876976013,0.9589641094207764,0.13643841445446014,0.9661779403686523,0.9520766735076904
2,0.9732000231742859,0.9733941555023193,0.08707792311906815,0.9768809080123901,0.9700479507446289
3,0.9778000116348267,0.9777796864509583,0.06640057265758514,0.9806175231933594,0.9750399589538574
4,0.9833999872207642,0.9834120869636536,0.050343722105026245,0.9849492907524109,0.9819288849830627
5,0.9872000217437744,0.9874454736709595,0.037817422300577164,0.9882991909980774,0.9866213798522949
6,0.9887999892234802,0.9888052344322205,0.037943605333566666,0.9894105195999146,0.9882188439369202
7,0.9894999861717224,0.9895516037940979,0.03047836385667324,0.9902060031890869,0.9889177083969116
8,0.9914000034332275,0.991299569606781,0.02429761365056038,0.9916971921920776,0.990914523601532
9,0.9929999709129333,0.9929589033126831,0.020364131778478622,0.9931110143661499,0.9928115010261536
0,0.880299985408783,0.8599866032600403,0.40438053011894226,0.9110274314880371,0.8371605277061462
1,0.9556999802589417,0.9567466378211975,0.14200474321842194,0.963526725769043,0.9502795338630676
2,0.9663000106811523,0.9671705961227417,0.10236593335866928,0.9708288311958313,0.9636581540107727
3,0.9783999919891357,0.978061854839325,0.06768184900283813,0.9803696870803833,0.9758386611938477
4,0.9824000000953674,0.9829179644584656,0.05600772798061371,0.9846631288528442,0.9812300205230713
5,0.9855999946594238,0.9859321713447571,0.04044881463050842,0.9871786236763,0.9847244620323181
6,0.989300012588501,0.9895960688591003,0.03349912539124489,0.9903992414474487,0.9888178706169128
7,0.9886000156402588,0.9885976314544678,0.03457953408360481,0.9895039200782776,0.9877196550369263
8,0.9919999837875366,0.9920540452003479,0.025528308004140854,0.992611825466156,0.9915135502815247
9,0.991599977016449,0.9914090633392334,0.023663925006985664,0.991713285446167,0.9911141991615295
0,0.8791000247001648,0.8608010411262512,0.40099579095840454,0.9033132195472717,0.8359624743461609
1,0.9628999829292297,0.9643711447715759,0.12058452516794205,0.970559298992157,0.9584664702415466
2,0.9742000102996826,0.9744072556495667,0.08432389795780182,0.9773740768432617,0.9715455174446106
3,0.982200026512146,0.9824104905128479,0.058702509850263596,0.98436039686203,0.9805311560630798
4,0.9833999872207642,0.9832663536071777,0.049124039709568024,0.9849658608436584,0.9816293716430664
5,0.9872000217437744,0.9877434372901917,0.03758733347058296,0.988695502281189,0.9868211150169373
6,0.9900000095367432,0.9901919364929199,0.029738936573266983,0.9910948872566223,0.9893171191215515
7,0.9911999702453613,0.9916990399360657,0.024402331560850143,0.9921995997428894,0.9912140369415283
8,0.9915000200271606,0.9917481541633606,0.025279778987169266,0.9924024939537048,0.9911141991615295
9,0.991100013256073,0.9911506772041321,0.026241129264235497,0.9917036294937134,0.9906150102615356
0,0.9761999845504761,0.9753186702728271,0.07973221689462662,0.9801557064056396,0.972244381904602
1,0.9894999861717224,0.9894407391548157,0.027855465188622475,0.9903960227966309,0.9885183572769165
2,0.9939000010490417,0.9940967559814453,0.016434190794825554,0.9947020411491394,0.993510365486145
3,0.9939000010490417,0.9938512444496155,0.018628206104040146,0.9943059086799622,0.9934105277061462
4,0.9941999912261963,0.9940540194511414,0.015254233032464981,0.9943059086799622,0.9938098788261414
5,0.9955999851226807,0.9956039190292358,0.012253200635313988,0.9958066940307617,0.9954073429107666
6,0.9955999851226807,0.9955024123191833,0.013742678798735142,0.9958066940307617,0.995207667350769
7,0.995199978351593,0.9951062798500061,0.012836659327149391,0.995207667350769,0.9950079917907715
8,0.9954000115394592,0.9953535199165344,0.012227741070091724,0.9956070184707642,0.9951078295707703
9,0.9958999752998352,0.9958558678627014,0.010864842683076859,0.9959065318107605,0.9958066940307617
0,0.9175000190734863,0.9188370704650879,0.45258256793022156,0.9260848760604858,0.91194087266922
1,0.9732000231742859,0.9734187126159668,0.08394084870815277,0.976598858833313,0.9703474640846252
2,0.9829999804496765,0.9831730127334595,0.05174783244729042,0.9849789142608643,0.9814296960830688
3,0.9866999983787537,0.9862871766090393,0.03970387205481529,0.98748779296875,0.9851238131523132
4,0.9900000095367432,0.9901412725448608,0.030587060377001762,0.9909918308258057,0.9893171191215515
5,0.9901999831199646,0.9902014136314392,0.026907717809081078,0.9908050298690796,0.9896166324615479
6,0.9922000169754028,0.9921586513519287,0.022744977846741676,0.9924121499061584,0.9919129610061646
7,0.9916999936103821,0.991946280002594,0.024147847667336464,0.9926021695137024,0.9913138747215271
8,0.9934999942779541,0.9933567047119141,0.019637031480669975,0.9936102032661438,0.9931110143661499
9,0.9950000047683716,0.9950048923492432,0.01648390293121338,0.995207667350769,0.9948083162307739
0,0.9799000024795532,0.9793660044670105,0.0596146285533905,0.9831807017326355,0.9768370389938354
1,0.9927999973297119,0.9928495287895203,0.020250488072633743,0.9935071468353271,0.9922124743461609
2,0.9929999709129333,0.9932045936584473,0.01947636902332306,0.9936102032661438,0.9928115010261536
3,0.9922999739646912,0.9921046495437622,0.023419145494699478,0.9925119876861572,0.991713285446167
4,0.9959999918937683,0.9959557056427002,0.01401506457477808,0.9960063695907593,0.9959065318107605
5,0.9958000183105469,0.9958511590957642,0.011392325162887573,0.9961029887199402,0.9956070184707642
6,0.9943000078201294,0.9942061305046082,0.01808350346982479,0.9944089651107788,0.9940096139907837
7,0.9955999851226807,0.9956545829772949,0.014777704142034054,0.9958066940307617,0.9955071806907654
8,0.9952999949455261,0.9953535199165344,0.01324346475303173,0.9955039620399475,0.995207667350769
9,0.9965000152587891,0.9963535070419312,0.009892349131405354,0.996505618095398,0.9962060451507568
0,0.977400004863739,0.9762549996376038,0.06943739950656891,0.9816914796829224,0.9729433059692383
1,0.9905999898910522,0.9906086921691895,0.026113945990800858,0.9910143613815308,0.9902156591415405
2,0.9927999973297119,0.9928084015846252,0.020358849316835403,0.9930111765861511,0.992611825466156
3,0.9944000244140625,0.9943535923957825,0.016198882833123207,0.9946054220199585,0.9941094517707825
4,0.9950000047683716,0.9950555562973022,0.014851911924779415,0.995207667350769,0.9949081540107727
5,0.9925000071525574,0.992600679397583,0.020323563367128372,0.9930015206336975,0.9922124743461609
6,0.9962000250816345,0.9962504506111145,0.011466681025922298,0.9965023994445801,0.9960063695907593
7,0.9965000152587891,0.9964548945426941,0.0116769103333354,0.996505618095398,0.9964057803153992
8,0.9951000213623047,0.9950506687164307,0.013384991325438023,0.9953010678291321,0.9948083162307739
9,0.9972000122070312,0.9972044825553894,0.00920725055038929,0.9972044825553894,0.9972044825553894
0,0.9758999943733215,0.9745519757270813,0.07285341620445251,0.9794127941131592,0.9710463285446167
1,0.9912999868392944,0.9910539388656616,0.024670252576470375,0.9914040565490723,0.9907148480415344
2,0.9912999868392944,0.9914469718933105,0.023071028292179108,0.991999626159668,0.990914523601532
3,0.9936000108718872,0.9933028817176819,0.017381737008690834,0.9937068223953247,0.9929113388061523
4,0.9927999973297119,0.9928084015846252,0.019464345648884773,0.9930111765861511,0.992611825466156
5,0.9951000213623047,0.9950540065765381,0.013003640808165073,0.9952044486999512,0.9949081540107727
6,0.994700014591217,0.9947544932365417,0.013983543030917645,0.9949049353599548,0.9946086406707764
7,0.9958000183105469,0.9959034323692322,0.011597915552556515,0.9960031509399414,0.9958066940307617
8,0.9948999881744385,0.9948558807373047,0.014613404870033264,0.9950079917907715,0.9947084784507751
9,0.9957000017166138,0.9957004189491272,0.01204745750874281,0.9960063695907593,0.9954073429107666
0,0.9114000201225281,0.9086205959320068,0.2922968864440918,0.9323545098304749,0.8946685194969177
1,0.9686999917030334,0.9684783816337585,0.0991402417421341,0.9720410108566284,0.9650558829307556
2,0.9771999716758728,0.9776782989501953,0.06916071474552155,0.9804176688194275,0.9750399589538574
3,0.9833999872207642,0.9833346009254456,0.05333085358142853,0.9847921133041382,0.9819288849830627
4,0.9847999811172485,0.9848306179046631,0.04226197674870491,0.9861797094345093,0.983526349067688
5,0.9871000051498413,0.9870525598526001,0.03802051767706871,0.9879096746444702,0.9862220287322998
6,0.9898999929428101,0.9900365471839905,0.029256677255034447,0.9911977648735046,0.9889177083969116
7,0.9900000095367432,0.9901966452598572,0.02787911333143711,0.9910014867782593,0.9894169569015503
8,0.9897000193595886,0.9895436763763428,0.030195437371730804,0.9901899099349976,0.9889177083969116
9,0.9922000169754028,0.9919002652168274,0.023858679458498955,0.9924024939537048,0.9914137125015259
0,0.9764000177383423,0.9750303030014038,0.07227834314107895,0.9789183139801025,0.9724441170692444
1,0.9904999732971191,0.9906944036483765,0.028395550325512886,0.9916005730628967,0.9898163080215454
2,0.9939000010490417,0.9938527345657349,0.019777268171310425,0.9942060708999634,0.993510365486145
3,0.9937999844551086,0.9937528371810913,0.018726203590631485,0.994003176689148,0.993510365486145
4,0.9939000010490417,0.9939526319503784,0.016925469040870667,0.9942028522491455,0.9937100410461426
5,0.9944000244140625,0.9946006536483765,0.016506126150488853,0.994901716709137,0.99430912733078
6,0.995199978351593,0.9952014088630676,0.013993591070175171,0.9955039620399475,0.9949081540107727
7,0.9961000084877014,0.9961046576499939,0.011819291859865189,0.9962060451507568,0.9960063695907593
8,0.9945999979972839,0.9945072531700134,0.014456498436629772,0.9946086406707764,0.9944089651107788
9,0.9955999851226807,0.9955025315284729,0.01267040055245161,0.9957036375999451,0.9953075051307678
0,0.9782000184059143,0.9768000841140747,0.07085414975881577,0.981714129447937,0.9732428193092346
1,0.9908000230789185,0.9905990958213806,0.02601616457104683,0.9912043809890747,0.990015983581543
2,0.9916999936103821,0.9917973279953003,0.024546736851334572,0.9922962188720703,0.9913138747215271
3,0.994700014591217,0.9946529865264893,0.014878608286380768,0.9950079917907715,0.99430912733078
4,0.9947999715805054,0.9948558807373047,0.015094527043402195,0.9950079917907715,0.9947084784507751
5,0.9944999814033508,0.9943535923957825,0.015273189172148705,0.9946054220199585,0.9941094517707825
6,0.9961000084877014,0.996202826499939,0.014067599549889565,0.9964057803153992,0.9960063695907593
7,0.995199978351593,0.9952536821365356,0.012565757147967815,0.9955071806907654,0.9950079917907715
8,0.995199978351593,0.9953550696372986,0.014917127788066864,0.9955071806907654,0.995207667350769
9,0.9962000250816345,0.9962044954299927,0.011289486661553383,0.9963058829307556,0.9961062073707581
0,0.9764000177383423,0.9753797054290771,0.07240254431962967,0.9811810851097107,0.9719448685646057
1,0.9886000156402588,0.9890874028205872,0.030255677178502083,0.9899837970733643,0.9882188439369202
2,0.9944999814033508,0.9944533109664917,0.016538996249437332,0.9947052597999573,0.9942092895507812
3,0.9939000010490417,0.9938004612922668,0.017305515706539154,0.9941030144691467,0.993510365486145
4,0.9943000078201294,0.9944534301757812,0.016263527795672417,0.9947052597999573,0.9942092895507812
5,0.9937999844551086,0.9940492510795593,0.015730619430541992,0.9943993091583252,0.9937100410461426
6,0.9944999814033508,0.9943566918373108,0.015948953106999397,0.9945088028907776,0.9942092895507812
7,0.996399998664856,0.9964533448219299,0.011511328630149364,0.9966054558753967,0.9963058829307556
8,0.9958999752998352,0.9959049820899963,0.011786555871367455,0.9960063695907593,0.9958066940307617
9,0.9966999888420105,0.9967544078826904,0.010218980722129345,0.9968051314353943,0.9967052936553955
0,0.9763000011444092,0.9754586219787598,0.07633977383375168,0.9804484844207764,0.972244381904602
1,0.991100013256073,0.9909572601318359,0.025520574301481247,0.9912075996398926,0.9907148480415344
2,0.9922999739646912,0.9924042224884033,0.02225949801504612,0.992705225944519,0.9921126365661621
3,0.9939000010490417,0.993903398513794,0.01766267791390419,0.9942060708999634,0.9936102032661438
4,0.9947999715805054,0.9948003888130188,0.015843931585550308,0.9951013922691345,0.9945088028907776
5,0.9945999979972839,0.9945072531700134,0.015974340960383415,0.9946086406707764,0.9944089651107788
6,0.9941999912261963,0.994204580783844,0.016268666833639145,0.9944057464599609,0.9940096139907837
7,0.9962000250816345,0.9961538314819336,0.012106913141906261,0.9963058829307556,0.9960063695907593
8,0.9955000281333923,0.9955056309700012,0.012486649677157402,0.9956070184707642,0.9954073429107666
9,0.9965999722480774,0.9966054558753967,0.009191150777041912,0.9966054558753967,0.9966054558753967
0,0.9958999752998352,0.9960523843765259,0.011968083679676056,0.996202826499939,0.9959065318107605
1,0.9955999851226807,0.9957037568092346,0.01463969424366951,0.9958034753799438,0.9956070184707642
2,0.9973000288009644,0.997302770614624,0.008519765920937061,0.997404158115387,0.9972044825553894
3,0.9961000084877014,0.9961031079292297,0.010845785960555077,0.9963058829307556,0.9959065318107605
4,0.9965999722480774,0.9966530203819275,0.008875559084117413,0.9968051314353943,0.996505618095398
5,0.9976999759674072,0.9975531101226807,0.008762041106820107,0.9976038336753845,0.9975039958953857
6,0.9973000288009644,0.997250497341156,0.009021696634590626,0.9974009394645691,0.9971046447753906
7,0.9955000281333923,0.9955547451972961,0.013022572733461857,0.9957068562507629,0.9954073429107666
8,0.9965000152587891,0.9964548945426941,0.010245278477668762,0.996505618095398,0.9964057803153992
9,0.9980999827384949,0.9981030225753784,0.00662538968026638,0.9981030225753784,0.9981030225753784
0,0.9952999949455261,0.9952061176300049,0.013405566103756428,0.9953075051307678,0.9951078295707703
1,0.9965999722480774,0.9966007471084595,0.008901058696210384,0.9968019127845764,0.9964057803153992
2,0.9976000189781189,0.9976022839546204,0.00805269181728363,0.9977036714553833,0.9975039958953857
3,0.9973999857902527,0.9974026083946228,0.007736266124993563,0.9975039958953857,0.9973043203353882
4,0.9962000250816345,0.9961553812026978,0.010886650532484055,0.9962060451507568,0.9961062073707581
5,0.9966999888420105,0.9966545701026917,0.009419881738722324,0.9967052936553955,0.9966054558753967
6,0.9976999759674072,0.9976022839546204,0.007570496294647455,0.9977036714553833,0.9975039958953857
7,0.9991000294685364,0.999101459980011,0.002351350151002407,0.999101459980011,0.999101459980011
8,0.9980000257492065,0.9980523586273193,0.006549174431711435,0.9981030225753784,0.9980031847953796
9,0.9976000189781189,0.9977512359619141,0.007054135203361511,0.9979033470153809,0.9976038336753845
0,0.9947999715805054,0.9947560429573059,0.015782102942466736,0.9949081540107727,0.9946086406707764
1,0.9962000250816345,0.9962552189826965,0.009511888027191162,0.9963058829307556,0.9962060451507568
2,0.9966999888420105,0.9966545701026917,0.011479740962386131,0.9967052936553955,0.9966054558753967
3,0.9965000152587891,0.9966022372245789,0.009905083104968071,0.9967020750045776,0.996505618095398
4,0.9972000122070312,0.997302770614624,0.0076788924634456635,0.997404158115387,0.9972044825553894
5,0.9962000250816345,0.9962044954299927,0.00963880680501461,0.9963058829307556,0.9961062073707581
6,0.9961000084877014,0.9961046576499939,0.010075246915221214,0.9962060451507568,0.9960063695907593
7,0.9973000288009644,0.9973043203353882,0.009052546694874763,0.9973043203353882,0.9973043203353882
8,0.9977999925613403,0.9978035092353821,0.006988611537963152,0.9978035092353821,0.9978035092353821
9,0.9980000257492065,0.9979017972946167,0.006338359788060188,0.9980031847953796,0.9978035092353821
0,0.9958999752998352,0.9959049820899963,0.011459825560450554,0.9960063695907593,0.9958066940307617
1,0.9952999949455261,0.9954057931900024,0.014099369756877422,0.9955071806907654,0.9953075051307678
2,0.9965999722480774,0.9965531826019287,0.011065489612519741,0.9967052936553955,0.9964057803153992
3,0.9962999820709229,0.9963535070419312,0.011013953015208244,0.996505618095398,0.9962060451507568
4,0.9976999759674072,0.9977036714553833,0.008787398226559162,0.9977036714553833,0.9977036714553833
5,0.9976000189781189,0.9976529479026794,0.006807552184909582,0.9977036714553833,0.9976038336753845
6,0.9973000288009644,0.9972535967826843,0.007906650193035603,0.9973043203353882,0.9972044825553894
7,0.9955000281333923,0.9955563545227051,0.01366942934691906,0.9956070184707642,0.9955071806907654
8,0.9980999827384949,0.9981521964073181,0.006369121838361025,0.9982028603553772,0.9981030225753784
9,0.9977999925613403,0.9978526830673218,0.007449530065059662,0.9979033470153809,0.9978035092353821
0,0.9958000183105469,0.9958020448684692,0.013164151459932327,0.9961062073707581,0.9955071806907654
1,0.9958999752998352,0.9961015582084656,0.011835080571472645,0.9963026642799377,0.9959065318107605
2,0.9962999820709229,0.9964026212692261,0.011043032631278038,0.9965023994445801,0.9963058829307556
3,0.9962000250816345,0.9963977336883545,0.010202404111623764,0.9965987801551819,0.9962060451507568
0,0.875,0.8582366108894348,0.40443286299705505,0.9061443209648132,0.8331669569015503
1,0.9602000117301941,0.9608112573623657,0.1277710646390915,0.9675220847129822,0.9543730020523071
2,0.9732000231742859,0.974055290222168,0.08753219991922379,0.977387547492981,0.9708466529846191
3,0.9818999767303467,0.9820521473884583,0.059176526963710785,0.9842538237571716,0.9799321293830872
4,0.9847000241279602,0.9848352074623108,0.047264307737350464,0.9862959384918213,0.9834265112876892
5,0.9858999848365784,0.9860889315605164,0.040705662220716476,0.9869821667671204,0.985223650932312
6,0.9886999726295471,0.9887909889221191,0.03310978785157204,0.9895908832550049,0.9880191683769226
7,0.9905999898910522,0.9908449053764343,0.02618258073925972,0.9914942979812622,0.9902156591415405
8,0.9909999966621399,0.9912964701652527,0.02668818272650242,0.9920031428337097,0.9906150102615356
9,0.9905999898910522,0.9905088543891907,0.02430490031838417,0.9908114671707153,0.9902156591415405
0,0.8773999810218811,0.8554943799972534,0.4151194393634796,0.906061053276062,0.829872190952301
1,0.9573000073432922,0.9580802321434021,0.14493148028850555,0.9663792848587036,0.9501796960830688
2,0.9703999757766724,0.9710804224014282,0.09301258623600006,0.9746526479721069,0.9676517844200134
3,0.9800000190734863,0.9799838066101074,0.06873571127653122,0.9825338125228882,0.9775359630584717
4,0.9835000038146973,0.9837465286254883,0.053777068853378296,0.9849110841751099,0.982627809047699
5,0.9869999885559082,0.9870287775993347,0.04406532272696495,0.9882768392562866,0.9858226776123047
6,0.9894000291824341,0.989443838596344,0.03358452394604683,0.9902961850166321,0.9886181950569153
7,0.9883999824523926,0.9885991811752319,0.03393213078379631,0.9893010258674622,0.9879193305969238
8,0.9900000095367432,0.989805281162262,0.030203625559806824,0.9904121160507202,0.9892172813415527
9,0.9916999936103821,0.991844892501831,0.023012619465589523,0.9923928380012512,0.9913138747215271
0,0.8855000138282776,0.8646683096885681,0.38482972979545593,0.9040426015853882,0.8403554558753967
1,0.9607999920845032,0.9621982574462891,0.1263619065284729,0.9690182209014893,0.955670952796936
2,0.9731000065803528,0.9734067320823669,0.08458172529935837,0.9767968058586121,0.9701477885246277
3,0.9789000153541565,0.9791112542152405,0.06588979810476303,0.9810497760772705,0.9772364497184753
4,0.9850000143051147,0.9852235317230225,0.046161580830812454,0.9868823289871216,0.9836261868476868
5,0.9865999817848206,0.9862948656082153,0.039643000811338425,0.987204372882843,0.9854233264923096
6,0.9857000112533569,0.9861016273498535,0.03739602491259575,0.98680180311203,0.9854233264923096
7,0.9922000169754028,0.9921014904975891,0.022819962352514267,0.992399275302887,0.9918131232261658
8,0.9930999875068665,0.9929018616676331,0.020685745403170586,0.9932011961936951,0.992611825466156
9,0.9930999875068665,0.9929510354995728,0.020478354766964912,0.9935071468353271,0.9924121499061584
0,0.8727999925613403,0.85576331615448,0.4070279002189636,0.893176794052124,0.8316693305969238
1,0.9603999853134155,0.9623485207557678,0.12764635682106018,0.968795120716095,0.9561701416969299
2,0.9721999764442444,0.9722349643707275,0.08970700949430466,0.9761831164360046,0.9684504866600037
3,0.9807999730110168,0.980873167514801,0.06387358158826828,0.9838185906410217,0.9780351519584656
4,0.9847999811172485,0.98455810546875,0.04442096874117851,0.9864506125450134,0.9827276468276978
5,0.9865000247955322,0.9863424301147461,0.039492323994636536,0.9872943758964539,0.9854233264923096
6,0.9866999983787537,0.9869385957717896,0.038352206349372864,0.9880900382995605,0.9858226776123047
7,0.9900000095367432,0.9899017810821533,0.029212964698672295,0.9904056787490845,0.9894169569015503
8,0.9937999844551086,0.993790864944458,0.018596475943922997,0.9943896532058716,0.9932108521461487
9,0.9929999709129333,0.9932045340538025,0.022817736491560936,0.9935071468353271,0.9929113388061523
0,0.8752999901771545,0.8553454875946045,0.42131251096725464,0.8933912515640259,0.8305711150169373
1,0.9588000178337097,0.9588378071784973,0.13269492983818054,0.9659190773963928,0.9520766735076904
2,0.9724000096321106,0.9727859497070312,0.08778103440999985,0.9764536619186401,0.9692491888999939
3,0.9796000123023987,0.9797242283821106,0.06350371986627579,0.9823119640350342,0.9772364497184753
