epoch,accuracy,loss,val_accuracy,val_loss
0,0.9542166590690613,0.13050106167793274,0.9203333258628845,0.4978925883769989
1,0.9718499779701233,0.08700621128082275,0.765666663646698,0.6069272756576538
2,0.9754166603088379,0.07732398062944412,0.7664999961853027,0.5687920451164246
3,0.9845666885375977,0.05083701014518738,0.9513333439826965,0.4252074062824249
4,0.9967833161354065,0.01619827374815941,0.9983333349227905,0.040831368416547775
5,0.9981666803359985,0.009575079195201397,0.996666669845581,0.028072314336895943
6,0.9986666440963745,0.0080714737996459,0.6585000157356262,1.1481945514678955
7,0.9982666373252869,0.008429031819105148,0.8190000057220459,0.16813160479068756
8,0.9980833530426025,0.013963663950562477,0.9833333492279053,0.1268131136894226
9,0.9986000061035156,0.0070515344850718975,0.8303333520889282,0.20638179779052734
10,0.9992666840553284,0.005173407960683107,0.9931666851043701,0.02019220031797886
11,0.9988833069801331,0.006147090811282396,0.9961666464805603,0.029788551852107048
12,0.9989333152770996,0.006460883654654026,0.8268333077430725,0.43483197689056396
13,0.9991333484649658,0.00575034087523818,0.8303333520889282,0.9206961393356323
14,0.9988499879837036,0.006723524536937475,0.8023333549499512,1.0730427503585815
0,0.9617833495140076,0.10999734699726105,0.6158333420753479,0.7820258140563965
1,0.9959333539009094,0.02022136189043522,0.9909999966621399,0.1622469127178192
2,0.9944999814033508,0.023107856512069702,0.6256666779518127,1.3477096557617188
3,0.9980833530426025,0.008646933361887932,0.9940000176429749,0.06507686525583267
4,0.9973000288009644,0.011990157887339592,0.9993333220481873,0.010408781468868256
0,0.954200029373169,0.13181187212467194,0.6301666498184204,0.7694757580757141
1,0.972266674041748,0.08723287284374237,0.3318333327770233,1.9289755821228027
2,0.9740833044052124,0.08564232289791107,0.5996666550636292,0.9350913166999817
3,0.9758333563804626,0.07684795558452606,0.7760000228881836,0.49466001987457275
4,0.9762499928474426,0.07435370236635208,0.7760000228881836,0.6340625882148743
0,0.9521666765213013,0.13691231608390808,0.7638333439826965,0.7345494031906128
1,0.9723166823387146,0.08524756133556366,0.6480000019073486,0.7242419719696045
2,0.9746666550636292,0.08109717816114426,0.7583333253860474,0.6039355993270874
3,0.9754999876022339,0.07516680657863617,0.6238333582878113,0.7786903381347656
4,0.9764333367347717,0.07439552247524261,0.6200000047683716,0.8260602355003357
0,0.9555666446685791,0.12794919312000275,0.33633333444595337,1.9526304006576538
1,0.9893666505813599,0.038025688380002975,0.4488333463668823,1.2094630002975464
2,0.9981499910354614,0.009900753386318684,0.6713333129882812,1.206987977027893
3,0.9921333193778992,0.0284566767513752,0.33649998903274536,3.4000260829925537
4,0.9745500087738037,0.08020321279764175,0.6013333201408386,0.8680620789527893
0,0.9536499977111816,0.13158483803272247,0.7588333487510681,0.7425991296768188
1,0.9720500111579895,0.08754051476716995,0.7630000114440918,0.6510798335075378
2,0.9744333624839783,0.0793071910738945,0.6681666374206543,0.8226087093353271
3,0.9753166437149048,0.07643156498670578,0.7568333148956299,0.7429205775260925
4,0.976016640663147,0.07877299934625626,0.5098333358764648,0.8780522346496582
0,0.9549000263214111,0.1314457505941391,0.6171666383743286,0.7762317657470703
1,0.9729833602905273,0.08641204982995987,0.43666666746139526,0.9014591574668884
2,0.9740833044052124,0.08098474144935608,0.43666666746139526,1.2388066053390503
3,0.9752833247184753,0.07669802755117416,0.5198333263397217,1.0669437646865845
4,0.9766666889190674,0.07497969269752502,0.7730000019073486,0.6068373322486877
0,0.9502333402633667,0.14165621995925903,0.7756666541099548,0.5004319548606873
1,0.9747333526611328,0.08039353042840958,0.9258333444595337,0.335947185754776
2,0.9747666716575623,0.08310533314943314,0.7788333296775818,0.5979523062705994
3,0.975433349609375,0.07803405076265335,0.7746666669845581,0.6190466284751892
4,0.9762333035469055,0.0736863911151886,0.6473333239555359,0.47612348198890686
5,0.9766833186149597,0.07195306569337845,0.7768333554267883,0.42221879959106445
6,0.977566659450531,0.07129938900470734,0.7451666593551636,0.5486462116241455
7,0.9784500002861023,0.06696662306785583,0.9229999780654907,0.3513108193874359
8,0.978600025177002,0.06722834706306458,0.7766666412353516,0.47763872146606445
9,0.9788166880607605,0.06706660985946655,0.9258333444595337,0.30057334899902344
10,0.9782166481018066,0.06706494092941284,0.9254999756813049,0.3823086619377136
11,0.9790833592414856,0.06640562415122986,0.8051666617393494,0.4047584533691406
12,0.9782999753952026,0.06708694994449615,0.8056666851043701,0.4035511016845703
13,0.9822499752044678,0.056849800050258636,0.715666651725769,0.7513965368270874
14,0.9981499910354614,0.008668799884617329,0.7798333168029785,0.5453117489814758
0,0.9821166396141052,0.055833831429481506,0.6663333177566528,0.7115895748138428
1,0.9663000106811523,0.10484949499368668,0.5910000205039978,1.116836667060852
2,0.9729499816894531,0.08573545515537262,0.3294999897480011,1.863912582397461
3,0.9761833548545837,0.07590535283088684,0.49666666984558105,1.3101062774658203
4,0.975766658782959,0.07520138472318649,0.4806666672229767,0.9049668908119202
5,0.9754833579063416,0.07584269344806671,0.859499990940094,0.4327009618282318
6,0.9768333435058594,0.07179263979196548,0.49300000071525574,1.0896419286727905
7,0.9776833057403564,0.06917068362236023,0.5429999828338623,0.6306330561637878
8,0.9778333306312561,0.07055274397134781,0.7699999809265137,0.5256605744361877
9,0.9784666895866394,0.06694530695676804,0.6448333263397217,0.4396369755268097
10,0.9777833223342896,0.06979960948228836,0.5911666750907898,0.99066561460495
11,0.9786999821662903,0.06682085990905762,0.7473333477973938,0.7423828840255737
12,0.9783999919891357,0.06599735468626022,0.624666690826416,0.5914798378944397
13,0.9787833094596863,0.06593624502420425,0.7599999904632568,0.6498909592628479
14,0.9783999919891357,0.06715907901525497,0.7639999985694885,0.6596331596374512
0,0.9553499817848206,0.13012172281742096,0.7978333234786987,0.5715935826301575
1,0.9713500142097473,0.08795122802257538,0.6238333582878113,0.6775317192077637
2,0.9748666882514954,0.08169284462928772,0.8161666393280029,0.5175070762634277
3,0.9753333330154419,0.07731401920318604,0.7821666598320007,0.4357163608074188
4,0.9761666655540466,0.0734768658876419,0.7821666598320007,0.5268033146858215
5,0.9751833081245422,0.08096063137054443,0.590833306312561,0.9542229175567627
6,0.977066695690155,0.07164300978183746,0.5448333621025085,0.748506486415863
7,0.9782833456993103,0.06783086806535721,0.7833333611488342,0.4146070182323456
8,0.9782999753952026,0.0694892555475235,0.9256666898727417,0.39350900053977966
9,0.9783333539962769,0.06888028979301453,0.547166645526886,0.8298097848892212
10,0.9783833622932434,0.06728732585906982,0.9228333234786987,0.3778216242790222
11,0.9784833192825317,0.0685109943151474,0.6391666531562805,0.7930048108100891
12,0.9788500070571899,0.06590721756219864,0.5441666841506958,0.9501617550849915
13,0.9787833094596863,0.06581449508666992,0.6293333172798157,0.7634446620941162
14,0.9799500107765198,0.06507761031389236,0.9476666450500488,0.30442410707473755
0,0.9518833160400391,0.1379728615283966,0.9293333292007446,0.4453594982624054
1,0.9707833528518677,0.0929260328412056,0.7854999899864197,0.6666761636734009
2,0.9747833609580994,0.08005793392658234,0.7878333330154419,0.5160961747169495
3,0.9763166904449463,0.07650972157716751,0.8116666674613953,0.4569527506828308
4,0.9762166738510132,0.07504750043153763,0.6391666531562805,0.6288831233978271
5,0.9763333201408386,0.07325205206871033,0.7846666574478149,0.4153286814689636
6,0.9769333600997925,0.07115994393825531,0.7873333096504211,0.4125264883041382
7,0.9769666790962219,0.07376884669065475,0.6111666560173035,0.7665704488754272
8,0.9788166880607605,0.06762195378541946,0.5808333158493042,0.7564942836761475
9,0.9785500168800354,0.06829091906547546,0.5636666417121887,0.7522926330566406
10,0.9787333607673645,0.06621222198009491,0.5993333458900452,0.7221663594245911
11,0.9782000184059143,0.0674600675702095,0.5251666903495789,1.331609845161438
12,0.9784500002861023,0.06623408943414688,0.6673333048820496,0.5935434699058533
13,0.9785000085830688,0.06653011590242386,0.5393333435058594,0.8105893731117249
14,0.9790666699409485,0.06491058319807053,0.5223333239555359,0.7530348896980286
0,0.9513999819755554,0.13943558931350708,0.5901666879653931,0.7364202737808228
1,0.9728833436965942,0.08577186614274979,0.7606666684150696,0.5751274228096008
2,0.9746333360671997,0.07995858043432236,0.7153333425521851,0.7625058889389038
3,0.973800003528595,0.07949703931808472,0.581166684627533,0.6921588778495789
4,0.9769833087921143,0.07195145636796951,0.581166684627533,0.8468725681304932
5,0.9753000140190125,0.0780392736196518,0.7609999775886536,0.7238245606422424
6,0.9774500131607056,0.06983094662427902,0.6510000228881836,0.9627594947814941
7,0.9777666926383972,0.07044221460819244,0.562333345413208,1.2274703979492188
8,0.9777166843414307,0.06924661248922348,0.7606666684150696,0.595858097076416
9,0.9784500002861023,0.06716813892126083,0.6019999980926514,0.588737428188324
10,0.982783317565918,0.05573223531246185,0.45266667008399963,3.403435468673706
11,0.99836665391922,0.01020820252597332,0.7668333053588867,0.7884167432785034
12,0.9987999796867371,0.007041557226330042,0.7568333148956299,0.7044384479522705
13,0.9968500137329102,0.014160891994833946,0.7568333148956299,0.3442467451095581
14,0.9987166523933411,0.01122975628823042,0.8946666717529297,0.37182551622390747
0,0.954800009727478,0.13427606225013733,0.3233333230018616,2.468409776687622
1,0.9716333150863647,0.08830337226390839,0.6318333148956299,0.7191411852836609
2,0.9749666452407837,0.07853027433156967,0.6243333220481873,0.9099658727645874
3,0.975849986076355,0.07544136047363281,0.7698333263397217,0.8394009470939636
4,0.9767166376113892,0.07483838498592377,0.6579999923706055,0.8058412075042725
5,0.9782166481018066,0.06979925185441971,0.6179999709129333,1.051690697669983
6,0.9783166646957397,0.06752379238605499,0.7695000171661377,0.5430271625518799
7,0.9772499799728394,0.07132503390312195,0.5161666870117188,1.0195002555847168
8,0.9789166450500488,0.06739535927772522,0.6255000233650208,0.7111039757728577
9,0.9795500040054321,0.064764104783535,0.6113333106040955,0.9002615809440613
10,0.9783999919891357,0.06811714172363281,0.34333333373069763,1.7026910781860352
11,0.9794833064079285,0.06496404111385345,0.48616665601730347,1.4516592025756836
12,0.9789666533470154,0.06508167833089828,0.5856666564941406,1.940709114074707
13,0.9792500138282776,0.06310812383890152,0.5136666893959045,0.9202547073364258
14,0.979616641998291,0.06384624540805817,0.5566666722297668,0.8813011646270752
0,0.971750020980835,0.08211474120616913,0.43816667795181274,2.476374626159668
1,0.9968000054359436,0.015226462855935097,0.7163333296775818,0.44933202862739563
2,0.9966166615486145,0.01639358140528202,0.9681666493415833,0.10106858611106873
3,0.9973833560943604,0.011555914767086506,0.9848333597183228,0.039438627660274506
4,0.9978500008583069,0.011052841320633888,0.9988333582878113,0.0316791832447052
5,0.9980666637420654,0.009570111520588398,0.9383333325386047,0.18829090893268585
6,0.9987999796867371,0.007312906440347433,0.6073333621025085,0.8619001507759094
7,0.9967666864395142,0.014686833135783672,0.32850000262260437,2.599379062652588
8,0.9983166456222534,0.007862248457968235,0.984666645526886,0.028591278940439224
9,0.9987833499908447,0.008337472565472126,0.9994999766349792,0.026842331513762474
10,0.998199999332428,0.011611220426857471,0.968500018119812,0.06592387706041336
11,0.9985499978065491,0.007851733826100826,0.9986666440963745,0.017325030639767647
12,0.9989833235740662,0.006393623538315296,0.9991666674613953,0.017461322247982025
13,0.9989166855812073,0.006798943970352411,0.9988333582878113,0.008197068236768246
14,0.9985666871070862,0.007886589504778385,0.987333357334137,0.02514442428946495
0,0.9498999714851379,0.14242470264434814,0.9231666922569275,0.4544641375541687
1,0.9708666801452637,0.0876823142170906,0.7766666412353516,0.5195427536964417
2,0.9735000133514404,0.0830070972442627,0.5931666493415833,0.6734565496444702
3,0.9754666686058044,0.07658597826957703,0.3395000100135803,0.9807295203208923
4,0.9758166670799255,0.07806672155857086,0.3395000100135803,1.2970577478408813
5,0.9769166707992554,0.0727473571896553,0.5189999938011169,0.8144429326057434
6,0.9782000184059143,0.06957858800888062,0.672166645526886,0.7393626570701599
7,0.9782166481018066,0.06964639574289322,0.4463333189487457,1.2201961278915405
8,0.9779999852180481,0.06803684681653976,0.5254999995231628,0.9791836738586426
9,0.9782500267028809,0.06879481673240662,0.7801666855812073,0.4640464782714844
10,0.9786999821662903,0.0677611455321312,0.6255000233650208,0.686381995677948
11,0.9776166677474976,0.06796136498451233,0.640500009059906,0.7430885434150696
12,0.9784500002861023,0.06800111383199692,0.6119999885559082,1.1046161651611328
13,0.979616641998291,0.0633794441819191,0.6733333468437195,0.8818120360374451
14,0.9789166450500488,0.07228153198957443,0.781166672706604,0.7790288329124451
0,0.9842833280563354,0.05188336223363876,0.9555000066757202,0.10606726258993149
1,0.9956833124160767,0.02263958565890789,0.9478333592414856,0.15753038227558136
2,0.9970666766166687,0.014919346198439598,0.9428333044052124,0.09118090569972992
3,0.997866690158844,0.014710035175085068,0.9643333554267883,0.07378433644771576
4,0.9986000061035156,0.007893919013440609,0.9646666646003723,0.17645438015460968
5,0.9983166456222534,0.008380038663744926,0.8363333344459534,0.27908340096473694
6,0.9976666569709778,0.012710804119706154,0.8223333358764648,0.21488839387893677
7,0.9988666772842407,0.0067824418656528,0.9991666674613953,0.05652036890387535
8,0.9989833235740662,0.00645456463098526,0.9993333220481873,0.02419387549161911
9,0.9961000084877014,0.014540289528667927,0.7113333344459534,0.49944737553596497
10,0.9989500045776367,0.006319573614746332,0.9819999933242798,0.14495675265789032
11,0.998116672039032,0.009084472432732582,0.9963333606719971,0.14634649455547333
12,0.9991333484649658,0.0058782752603292465,0.9869999885559082,0.19475416839122772
13,0.9986833333969116,0.009232660755515099,0.8456666469573975,0.2088022232055664
14,0.9986166954040527,0.00828301440924406,0.7591666579246521,0.38731348514556885
0,0.9495833516120911,0.13949820399284363,0.7870000004768372,0.7255811095237732
1,0.9715333580970764,0.08875588327646255,0.9259999990463257,0.45454615354537964
2,0.9723666906356812,0.09181363135576248,0.7540000081062317,0.4290313422679901
3,0.9962499737739563,0.01560047548264265,0.33766666054725647,5.293407917022705
4,0.9988999962806702,0.007623355835676193,0.8314999938011169,0.36554378271102905
5,0.9856166839599609,0.047920435667037964,0.7918333411216736,0.6257728338241577
6,0.9765833616256714,0.07390524446964264,0.5951666831970215,1.419573187828064
7,0.9775999784469604,0.06929599493741989,0.6363333463668823,0.44475531578063965
8,0.9845333099365234,0.05103954300284386,0.6205000281333923,1.4845772981643677
9,0.998449981212616,0.00824662484228611,0.8029999732971191,0.292628675699234
10,0.9987166523933411,0.006927941460162401,0.8261666893959045,0.19391027092933655
11,0.9986500144004822,0.00846609752625227,0.8506666421890259,0.19836275279521942
