epoch,accuracy,f1_m,loss,meanSquaredError,precision_m,recall_m,val_accuracy,val_f1_m,val_loss,val_meanSquaredError,val_precision_m,val_recall_m
0,0.9968166947364807,0.9968248605728149,0.013915159739553928,0.0006995639414526522,0.996833324432373,0.9968166947364807,0.9988333582878113,0.998670220375061,0.004604246933013201,0.0003061729366891086,0.998670220375061,0.998670220375061
1,0.997866690158844,0.9978748559951782,0.009863576851785183,0.0004890155978500843,0.9978833198547363,0.997866690158844,0.996999979019165,0.9968417286872864,0.011541155166924,0.0006702399114146829,0.9968417286872864,0.9968417286872864
2,0.9976999759674072,0.9977079629898071,0.009715617634356022,0.0004965346306562424,0.9977161288261414,0.9976999759674072,0.9976666569709778,0.9975066781044006,0.006799072492867708,0.0004091750015504658,0.9975066781044006,0.9975066781044006
3,0.9974833130836487,0.9974915385246277,0.01148201897740364,0.0005717270541936159,0.9975000023841858,0.9974833130836487,0.9983333349227905,0.9981715679168701,0.005899850279092789,0.00035746689536608756,0.9981715679168701,0.9981715679168701
0,0.9989333152770996,0.9989333152770996,0.005072345025837421,0.00022883768542669713,0.9989333152770996,0.9989333152770996,0.9993333220481873,0.9993351101875305,0.002525703050196171,0.00013164198026061058,0.9993351101875305,0.9993351101875305
1,0.9988499879837036,0.9988499879837036,0.0055061690509319305,0.0002494693617336452,0.9988499879837036,0.9988499879837036,0.9993333220481873,0.9993351101875305,0.00391041487455368,0.00016949200653471053,0.9993351101875305,0.9993351101875305
2,0.9986000061035156,0.9986082315444946,0.007211065385490656,0.00032556583755649626,0.9986166954040527,0.9986000061035156,0.9981666803359985,0.9981715679168701,0.00565284863114357,0.00031892204424366355,0.9981715679168701,0.9981715679168701
3,0.9986833333969116,0.9986833333969116,0.006812266074120998,0.0003018846327904612,0.9986833333969116,0.9986833333969116,0.9993333220481873,0.9993351101875305,0.002716498915106058,0.00013727988698519766,0.9993351101875305,0.9993351101875305
4,0.9987000226974487,0.9987000226974487,0.0058767786249518394,0.000272121251327917,0.9987000226974487,0.9987000226974487,0.9993333220481873,0.9993351101875305,0.0021868643816560507,0.00010173920600209385,0.9993351101875305,0.9993351101875305
5,0.9986666440963745,0.9986581802368164,0.006211182568222284,0.00027912575751543045,0.9986666440963745,0.9986500144004822,0.9986666440963745,0.998670220375061,0.004088173154741526,0.00024367541482206434,0.998670220375061,0.998670220375061
6,0.9987000226974487,0.9987000226974487,0.006704434286803007,0.00030769960721954703,0.9987000226974487,0.9987000226974487,0.996666669845581,0.9966755509376526,0.011049499735236168,0.0007613520720042288,0.9966755509376526,0.9966755509376526
7,0.9988666772842407,0.9988666772842407,0.006341866683214903,0.00026829662965610623,0.9988666772842407,0.9988666772842407,0.9991666674613953,0.999168872833252,0.0033118471037596464,0.0001750035007717088,0.999168872833252,0.999168872833252
