epoch,accuracy,f1_m,loss,meanSquaredError,precision_m,recall_m,val_accuracy,val_f1_m,val_loss,val_meanSquaredError,val_precision_m,val_recall_m
0,0.9854000210762024,0.985370934009552,0.050297435373067856,0.002941968385130167,0.9857547879219055,0.9850000143051147,0.9703333377838135,0.9730476140975952,0.06763486564159393,0.004359719809144735,0.9761282801628113,0.970079779624939
1,0.9922500252723694,0.9922491908073425,0.02902049571275711,0.001567947561852634,0.9922999739646912,0.9922000169754028,0.9836666584014893,0.9835013747215271,0.047152191400527954,0.0030761139933019876,0.9846642017364502,0.9823803305625916
2,0.9939500093460083,0.9939658641815186,0.02287193574011326,0.0012241796357557178,0.9940166473388672,0.9939166903495789,0.9951666593551636,0.9951795339584351,0.02353876829147339,0.0011027498403564095,0.9951795339584351,0.9951795339584351
3,0.9940999746322632,0.9940743446350098,0.022417331114411354,0.0012102907057851553,0.994099497795105,0.9940500259399414,0.9956666827201843,0.995678186416626,0.015573441982269287,0.000891209056135267,0.995678186416626,0.995678186416626
4,0.9942666888237,0.9942646026611328,0.021478945389389992,0.0011654066620394588,0.9943140149116516,0.9942166805267334,0.9900000095367432,0.9898603558540344,0.04808443784713745,0.002866529393941164,0.9898603558540344,0.9898603558540344
5,0.994616687297821,0.9946404695510864,0.020431814715266228,0.0010900860652327538,0.9946823120117188,0.9945999979972839,0.9978333115577698,0.9976728558540344,0.01227418053895235,0.0006653267773799598,0.9976728558540344,0.9976728558540344
6,0.9951500296592712,0.9951571822166443,0.019893314689397812,0.0010297317057847977,0.9952161312103271,0.9951000213623047,0.9965000152587891,0.9963430762290955,0.01130628865212202,0.0007074615568853915,0.9963430762290955,0.9963430762290955
7,0.9964166879653931,0.996399462223053,0.016287315636873245,0.0007940822397358716,0.9964161515235901,0.9963833093643188,0.996999979019165,0.9968417286872864,0.010997055098414421,0.000600071158260107,0.9968417286872864,0.9968417286872864
8,0.996566653251648,0.9965664148330688,0.01537907961755991,0.0007611042237840593,0.9965833425521851,0.9965500235557556,0.9973333477973938,0.9971742033958435,0.009424040094017982,0.0005169205833226442,0.9971742033958435,0.9971742033958435
9,0.9968166947364807,0.9968327879905701,0.014645293354988098,0.0006890710210427642,0.9968494772911072,0.9968166947364807,0.9980000257492065,0.9980053305625916,0.006267072167247534,0.00036569638177752495,0.9980053305625916,0.9980053305625916
