0.935,0.9940119760479041,0.8892857142857142,0.9387370405278038,0.9412337662337662
0.938,0.998,0.8910714285714286,0.9415094339622643,0.9443993506493507
0.935,0.9940119760479041,0.8892857142857142,0.9387370405278038,0.9412337662337662
0.939,0.994059405940594,0.8964285714285715,0.9427230046948357,0.9448051948051948
0.942,0.9940944881889764,0.9017857142857143,0.9456928838951311,0.9474837662337663
0.938,0.9940476190476191,0.8946428571428572,0.9417293233082706,0.9439123376623377
0.944,0.9941176470588236,0.9053571428571429,0.9476635514018691,0.9492694805194806
0.935,0.9940119760479041,0.8892857142857142,0.9387370405278038,0.9412337662337662
0.941,0.9940828402366864,0.9,0.944704779756326,0.946590909090909
0.947,0.9941520467836257,0.9107142857142857,0.950605778191985,0.9519480519480519
0.932,0.9959677419354839,0.8821428571428571,0.9356060606060606,0.9387987012987014
0.943,0.9941060903732809,0.9035714285714286,0.9466791393826005,0.9483766233766233
0.935,0.9940119760479041,0.8892857142857142,0.9387370405278038,0.9412337662337662
0.936,0.9940239043824701,0.8910714285714286,0.9397363465160075,0.9421266233766235
0.949,0.9961013645224172,0.9125,0.9524697110904008,0.9539772727272728
0.946,0.996078431372549,0.9071428571428571,0.9495327102803739,0.9512987012987012
0.94,0.9940711462450593,0.8982142857142857,0.9437148217636023,0.945698051948052
0.934,0.994,0.8875,0.9377358490566037,0.9403409090909091
0.936,0.9940239043824701,0.8910714285714286,0.9397363465160075,0.9421266233766235
0.939,0.994059405940594,0.8964285714285715,0.9427230046948357,0.9448051948051948
