epoch,accuracy,f1_m,loss,meanSquaredError,precision_m,recall_m,val_accuracy,val_f1_m,val_loss,val_meanSquaredError,val_precision_m,val_recall_m
0,0.9973666667938232,0.9973666667938232,0.011586823500692844,0.0005773911252617836,0.9973666667938232,0.9973666667938232,0.9963333606719971,0.9961768388748169,0.009759313426911831,0.0006833834340795875,0.9961768388748169,0.9961768388748169
1,0.9980000257492065,0.9980000257492065,0.009383714757859707,0.00045663249329663813,0.9980000257492065,0.9980000257492065,0.9984999895095825,0.9983377456665039,0.004548490047454834,0.0002783647214528173,0.9983377456665039,0.9983377456665039
2,0.9976166486740112,0.9976248741149902,0.010489262640476227,0.0005153812235221267,0.9976333379745483,0.9976166486740112,0.9984999895095825,0.9983377456665039,0.005640101619064808,0.00032376093440689147,0.9983377456665039,0.9983377456665039
3,0.9978166818618774,0.9978166818618774,0.010046752169728279,0.000488695630338043,0.9978166818618774,0.9978166818618774,0.9986666440963745,0.9985039830207825,0.0054741851054131985,0.0002906729350797832,0.9985039830207825,0.9985039830207825
4,0.9976999759674072,0.9976999759674072,0.010392716154456139,0.0005160636501386762,0.9976999759674072,0.9976999759674072,0.9983333349227905,0.9981715679168701,0.007013355847448111,0.00042031260090880096,0.9981715679168701,0.9981715679168701
0,0.9988166689872742,0.9988166689872742,0.00576739851385355,0.0002676078293006867,0.9988166689872742,0.9988166689872742,0.9991666674613953,0.999168872833252,0.002701111836358905,0.00014478369848802686,0.999168872833252,0.999168872833252
1,0.9987999796867371,0.9987999796867371,0.005773249082267284,0.00026102972333319485,0.9987999796867371,0.9987999796867371,0.9991666674613953,0.999168872833252,0.004195520654320717,0.0001974197366507724,0.999168872833252,0.999168872833252
2,0.9988833069801331,0.9988833069801331,0.005946690682321787,0.00025959190679714084,0.9988833069801331,0.9988833069801331,0.9993333220481873,0.9993351101875305,0.0030717942863702774,0.00015143775090109557,0.9993351101875305,0.9993351101875305
3,0.9989833235740662,0.9989833235740662,0.005316109396517277,0.00023772688291501254,0.9989833235740662,0.9989833235740662,0.9988333582878113,0.9988364577293396,0.003960064146667719,0.0002397580974502489,0.9988364577293396,0.9988364577293396
4,0.9987666606903076,0.9987666606903076,0.005526286084204912,0.00026808062102645636,0.9987666606903076,0.9987666606903076,0.9993333220481873,0.9993351101875305,0.0034128520637750626,0.00018278253264725208,0.9993351101875305,0.9993351101875305
5,0.9986166954040527,0.9986166954040527,0.005782668478786945,0.0002886881120502949,0.9986166954040527,0.9986166954040527,0.9986666440963745,0.998670220375061,0.003000294091179967,0.0001502844097558409,0.998670220375061,0.998670220375061
6,0.9984166622161865,0.9984166622161865,0.006553481332957745,0.0003275602648500353,0.9984166622161865,0.9984166622161865,0.9993333220481873,0.9993351101875305,0.0035121107939630747,0.00020337369642220438,0.9993351101875305,0.9993351101875305
7,0.9983000159263611,0.9983000159263611,0.006790899205952883,0.0003444463072810322,0.9983000159263611,0.9983000159263611,0.9988333582878113,0.9988364577293396,0.0036423015408217907,0.0002140556025551632,0.9988364577293396,0.9988364577293396
8,0.9984833598136902,0.9984833598136902,0.006371783092617989,0.0003189834824297577,0.9984833598136902,0.9984833598136902,0.9990000128746033,0.9990026354789734,0.003720174077898264,0.0002243679336970672,0.9990026354789734,0.9990026354789734
9,0.9989500045776367,0.9989500045776367,0.005544151645153761,0.0002434084308333695,0.9989500045776367,0.9989500045776367,0.9993333220481873,0.9993351101875305,0.0033529039938002825,0.00015861610881984234,0.9993351101875305,0.9993351101875305
10,0.9990000128746033,0.9990000128746033,0.005372427403926849,0.0002315276360604912,0.9990000128746033,0.9990000128746033,0.9991666674613953,0.999168872833252,0.003100462257862091,0.00017483154078945518,0.999168872833252,0.999168872833252
11,0.9990333318710327,0.9990333318710327,0.005557422060519457,0.00023018376668915153,0.9990333318710327,0.9990333318710327,0.9993333220481873,0.9993351101875305,0.0031890070531517267,0.00015739849186502397,0.9993351101875305,0.9993351101875305
12,0.9986500144004822,0.9986415505409241,0.0067078121937811375,0.00030327209969982505,0.9986500144004822,0.9986333250999451,0.9993333220481873,0.9993351101875305,0.003034791676327586,0.00012961107131559402,0.9993351101875305,0.9993351101875305
13,0.9988833069801331,0.9988833069801331,0.005684840027242899,0.00026173770311288536,0.9988833069801331,0.9988833069801331,0.9990000128746033,0.9990026354789734,0.002848321571946144,0.00016714214871171862,0.9990026354789734,0.9990026354789734
14,0.9987333416938782,0.9987333416938782,0.0056893969886004925,0.00026925720158033073,0.9987333416938782,0.9987333416938782,0.9993333220481873,0.9993351101875305,0.0023467261344194412,0.0001241097052115947,0.9993351101875305,0.9993351101875305
15,0.9986333250999451,0.9986333250999451,0.006379473954439163,0.0003048373037017882,0.9986333250999451,0.9986333250999451,0.9991666674613953,0.999168872833252,0.0030413977801799774,0.0001664942392380908,0.999168872833252,0.999168872833252
16,0.9987166523933411,0.9987166523933411,0.005857490934431553,0.00025786636979319155,0.9987166523933411,0.9987166523933411,0.9990000128746033,0.9990026354789734,0.002758390037342906,0.0001357874134555459,0.9990026354789734,0.9990026354789734
17,0.9988166689872742,0.9988166689872742,0.005074908025562763,0.00023132805654313415,0.9988166689872742,0.9988166689872742,0.9988333582878113,0.9988364577293396,0.0048501156270504,0.00022050048573873937,0.9988364577293396,0.9988364577293396
18,0.9988666772842407,0.9988666772842407,0.005196087993681431,0.00024176853185053915,0.9988666772842407,0.9988666772842407,0.999833345413208,0.9998337626457214,0.002055881777778268,8.369438000954688e-05,0.9998337626457214,0.9998337626457214
19,0.9985166788101196,0.9984997510910034,0.006416593212634325,0.000314631121000275,0.9985166788101196,0.9984833598136902,0.9993333220481873,0.9993351101875305,0.003632728010416031,0.0002017077786149457,0.9993351101875305,0.9993351101875305
20,0.9989166855812073,0.9989166855812073,0.005199224688112736,0.0002300000051036477,0.9989166855812073,0.9989166855812073,0.9990000128746033,0.9990026354789734,0.0037966356612741947,0.00021282154193613678,0.9990026354789734,0.9990026354789734
21,0.9988666772842407,0.9988666772842407,0.005940473638474941,0.0002587965573184192,0.9988666772842407,0.9988666772842407,0.9993333220481873,0.9993351101875305,0.0030041090212762356,0.00013110387953929603,0.9993351101875305,0.9993351101875305
22,0.9988166689872742,0.9988166689872742,0.006122380029410124,0.0002705681836232543,0.9988166689872742,0.9988166689872742,0.9986666440963745,0.998670220375061,0.00991915725171566,0.000303883251035586,0.998670220375061,0.998670220375061
23,0.9989666938781738,0.9989582300186157,0.005720176268368959,0.00024030623899307102,0.9989666938781738,0.9989500045776367,0.9993333220481873,0.9993351101875305,0.0023648631758987904,0.000115525173896458,0.9993351101875305,0.9993351101875305
24,0.9988833069801331,0.9988833069801331,0.0059195589274168015,0.0002557121333666146,0.9988833069801331,0.9988833069801331,0.9993333220481873,0.9993351101875305,0.003687551710754633,0.00016999678337015212,0.9993351101875305,0.9993351101875305
